,ID,Title,Score,Rating,Genre,Directed By,Written By,Box Office,Release Date,Runtime,Studio
58,A_0216,Trolls,65,PG,Comedy,Mike Mitchell,Jonathan Aibel,153707064,2016-11-04,92,DreamWorks Animation
59,A_0217,Inside Out,82,PG,Comedy,Pete Docter,Pete Docter,356461711,2015-06-19,95,Pixar Animation Studios
60,A_0227,The Boss Baby,63,PG,Comedy,Tom McGrath,Michael McCullers,175003033,2017-03-31,97,DreamWorks Animation
61,A_0229,Loving Vincent,79,PG-13,Documentary,Dorota Kobiela,Dorota Kobiela,6735118,2017-09-22,94,BreakThru Productions
62,A_0230,Paddington,72,PG,Comedy,Paul King,Paul King,76223578,2015-01-16,95,StudioCanal
63,A_0236,The Star,58,PG,Comedy,Timothy Reckart,Carlos Kotkin,40852824,2017-11-17,86,Affirm Films
64,A_0239,"Three Billboards Outside Ebbing, Missouri",82,R,Drama,Martin McDonagh,Martin McDonagh,54020238,2017-12-01,115,Blueprint Pictures
65,A_0244,Call Me by Your Name,80,R,Drama,Luca Guadagnino,James Ivory,17814174,2018-01-19,132,Frenesy Film Company
66,A_0245,The Theory of Everything,77,PG-13,Documentary,James Marsh,Anthony McCarten,35893537,2014-11-26,123,Working Title Films
67,A_0261,Guardians of the Galaxy,81,PG-13,Sci-Fi,James Gunn,James Gunn,333176600,2014-08-01,121,Marvel Studios
68,A_1264,Guardians of the Galaxy,76,TV-Y7,Adventure,,Dan Abnett,0,1900-1-1,22,Marvel Animation
69,A_0262,Baywatch,56,R,Comedy,Seth Gordon,Michael Berk,58060186,2017-05-25,116,Paramount Pictures
70,A_1339,Baywatch,52,TV-PG,Drama,,Michael Berk,0,1900-1-1,60,GTG Entertainment
71,A_0263,Avengers: Age of Ultron,74,PG-13,Sci-Fi,Joss Whedon,Joss Whedon,459005868,2015-05-01,141,Marvel Studios
72,A_0276,Logan,81,R,Drama,James Mangold,James Mangold,226277068,2017-03-03,137,Twentieth Century Fox
73,A_0280,Pirates of the Caribbean: Dead Men Tell No Tales,66,PG-13,Fantasy,Joachim R�nning,Jeff Nathanson,172558876,2017-05-26,129,Walt Disney Pictures
74,A_0286,Mad Max: Fury Road,81,R,Sci-Fi,George Miller,George Miller,0,2015-05-15,120,Warner Bros. Pictures
75,A_0293,Doctor Strange,75,PG-13,Fantasy,Scott Derrickson,Jon Spaihts,232641920,2016-11-04,115,Marvel Studios
76,A_0295,John Wick: Chapter 2,75,R,Thriller,Chad Stahelski,Derek Kolstad,92029184,2017-02-10,122,Summit Entertainment
77,A_0300,The Square,74,R,Comedy,Ruben �stlund,Ruben �stlund,1502347,2017-08-25,151,Plattform Produktion
78,A_0315,Logan Lucky,71,PG-13,Comedy,Steven Soderbergh,Rebecca Blunt,27780977,2017-08-18,118,Trans-Radial Pictures
79,A_0318,Dear Dictator,46,NOT RATED,Comedy,Lisa Addario,Lisa Addario,0,2018-03-16,90,Hector Coup
80,A_0321,The Wolf of Wall Street,82,R,Comedy,Martin Scorsese,Terence Winter,116900694,2013-12-25,180,Red Granite Pictures
81,A_0338,The Killing of a Sacred Deer,71,R,Drama,Yorgos Lanthimos,Yorgos Lanthimos,2291901,2017-11-03,121,Element Pictures
82,A_0340,My Cousin Rachel,60,PG-13,Drama,Roger Michell,Roger Michell,2676077,2017-06-09,106,Fox Searchlight Pictures
83,A_0348,Atomic Blonde,67,R,Thriller,David Leitch,Kurt Johnstad,51573925,2017-07-28,115,87Eleven
84,A_0356,The Gift,71,R,Drama,Joel Edgerton,Joel Edgerton,43771291,2015-08-07,108,Blumhouse Productions
85,A_0357,The Vanishing of Sidney Hall,68,R,Drama,Shawn Christensen,Shawn Christensen,0,2018-03-02,119,Super Crispy Entertainment
86,A_0359,Gone Girl,81,R,Drama,David Fincher,Gillian Flynn,167767189,2014-10-03,149,Twentieth Century Fox
87,A_0360,Sicario,76,R,Drama,Denis Villeneuve,Taylor Sheridan,46889293,2015-10-02,121,Black Label Media
88,A_0365,Interstellar,86,PG-13,Sci-Fi,Christopher Nolan,Jonathan Nolan,188020017,2014-11-07,169,Paramount Pictures
89,A_0368,The Martian,80,PG-13,Sci-Fi,Ridley Scott,Drew Goddard,228433663,2015-10-02,144,Twentieth Century Fox
90,A_0371,Geostorm,54,PG-13,Thriller,Dean Devlin,Dean Devlin,33700160,2017-10-20,109,Warner Bros.
91,A_0373,Batman v Superman: Dawn of Justice,66,PG-13,Fantasy,Zack Snyder,Chris Terrio,330360194,2016-03-25,151,Warner Bros.
92,A_0375,Thor: The Dark World,70,PG-13,Sci-Fi,Alan Taylor,Christopher Yost,206362140,2013-11-08,112,Marvel Studios
93,A_0394,The Jungle Book,75,PG,Drama,Jon Favreau,Justin Marks,364001123,2016-04-15,106,Fairview Entertainment
94,A_0774,The Jungle Book,76,G,Adventure,Wolfgang Reitherman,Larry Clemmons,141843612,1967-10-18,78,Walt Disney Productions
95,A_0396,Kong: Skull Island,67,PG-13,Fantasy,Jordan Vogt-Roberts,Dan Gilroy,168052812,2017-03-10,118,Warner Bros.
96,A_0399,The Mummy,55,PG-13,Fantasy,Alex Kurtzman,David Koepp,80101125,2017-06-09,110,Universal Pictures
97,A_0675,The Mummy,70,PG-13,Fantasy,Stephen Sommers,Stephen Sommers,155247825,1999-05-07,124,Universal Pictures
98,A_0401,Ghostbusters,78,PG,Fantasy,Ivan Reitman,Dan Aykroyd,238632124,1984-06-08,105,Columbia Pictures Corporation
99,A_0673,Ghostbusters,53,PG-13,Fantasy,Paul Feig,Katie Dippold,128344089,2016-07-15,116,Columbia Pictures
100,A_0409,Crimson Peak,65,R,Fantasy,Guillermo del Toro,Guillermo del Toro,31056945,2015-10-16,119,Double Dare You (DDY)
101,A_0410,Warcraft,69,PG-13,Fantasy,Duncan Jones,Charles Leavitt,47365290,2016-06-10,123,Legendary Entertainment
102,A_0413,Cinderella,69,PG,Fantasy,Kenneth Branagh,Chris Weitz,201151353,2015-03-13,105,Allison Shearmur Productions
103,A_1036,Cinderella,73,G,Fantasy,Clyde Geronimi,Charles Perrault,85000000,1950-03-04,74,Walt Disney Productions
104,A_0415,Happy Death Day,65,PG-13,Thriller,Christopher Landon,Scott Lobdell,55683845,2017-10-13,96,Blumhouse Productions
105,A_0422,Annabelle: Creation,66,R,Thriller,David F. Sandberg,Gary Dauberman,102092201,2017-08-11,109,Atomic Monster
106,A_0423,10 Cloverfield Lane,72,PG-13,Drama,Dan Trachtenberg,Josh Campbell,71897215,2016-03-11,103,Paramount Pictures
107,A_0424,The Dark Tower,57,PG-13,Fantasy,Nikolaj Arcel,Akiva Goldsman,50701325,2017-08-04,95,Sony Pictures Entertainment (SPE)
108,A_0428,47 Meters Down,57,PG-13,Drama,Johannes Roberts,Johannes Roberts,44307191,2017-06-16,89,thefyzz
109,A_0432,Life,66,R,Thriller,Daniel Espinosa,Rhett Reese,30234022,2017-03-24,104,Columbia Pictures
110,A_0432,Life,66,R,Thriller,Daniel Espinosa,Rhett Reese,30234022,2017-03-24,104,Columbia Pictures
111,A_0434,Gerald's Game,67,TV-MA,Thriller,Mike Flanagan,Mike Flanagan,0,2017-09-29,103,Intrepid Pictures
112,A_0435,The Babysitter,63,TV-MA,Comedy,McG,Brian Duffield,0,2017-10-13,85,Boies / Schiller Film Group
113,A_0445,It Comes at Night,62,R,Horror,Trey Edward Shults,Trey Edward Shults,13985117,2017-06-09,91,Animal Kingdom
114,A_0447,It Follows,69,R,Horror,David Robert Mitchell,David Robert Mitchell,14673301,2015-03-27,100,Northern Lights Films
115,A_0451,Hellraiser: Judgment,43,NOT RATED,Horror,Gary J. Tunnicliffe,Gary J. Tunnicliffe,0,2018-02-03,81,Dimension Films
116,A_0456,A Cure for Wellness,64,R,Fantasy,Gore Verbinski,Justin Haythe,8106986,2017-02-17,146,Regency Enterprises
117,A_0457,Scouts Guide to the Zombie Apocalypse,63,R,Comedy,Christopher Landon,Carrie Lee Wilson,3635292,2015-10-30,93,Paramount Pictures
118,A_0459,The Neon Demon,62,R,Thriller,Nicolas Winding Refn,Nicolas Winding Refn,1333124,2016-06-24,118,Space Rocket Nation
119,A_0466,The Breadwinner,76,PG-13,Drama,Nora Twomey,Anita Doron,312381,2017-11-17,94,Aircraft Pictures
120,A_0471,The Secret Life of Pets,65,PG,Comedy,Chris Renaud,Cinco Paul,368384330,2016-07-08,87,Universal Pictures
121,A_0472,Big Hero 6,78,PG,Adventure,Don Hall,Jordan Roberts,222527828,2014-11-07,102,FortyFour Studios
122,A_0480,Hercules,73,G,Comedy,Ron Clements,Ron Clements,99046791,1997-06-27,93,Walt Disney Pictures
123,A_0669,Hercules,60,PG-13,Fantasy,Brett Ratner,Ryan J. Condal,72688614,2014-07-25,98,Paramount Pictures
124,A_0481,Finding Dory,73,PG,Comedy,Andrew Stanton,Andrew Stanton,486295561,2016-06-17,97,Pixar Animation Studios
125,A_0483,Sausage Party,62,R,Comedy,Greg Tiernan,Kyle Hunter,97661826,2016-08-12,89,Annapurna Pictures
126,A_0495,Batman: Gotham by Gaslight,68,R,Adventure,Sam Liu,James Krieg,0,2018-01-23,78,DC Entertainment
127,A_0499,Minions,64,PG,Adventure,Kyle Balda,Brian Lynch,336045770,2015-07-10,91,Illumination Entertainment
128,A_0506,Despicable Me 2,74,PG,Comedy,Pierre Coffin,Cinco Paul,368061265,2013-07-03,98,Universal Pictures
129,A_0511,Darkest Hour,74,PG-13,Documentary,Joe Wright,Anthony McCarten,56361300,2017-12-22,125,Perfect World Pictures
130,A_0514,Wonder,80,PG,Drama,Stephen Chbosky,Stephen Chbosky,132422809,2017-11-17,113,Lionsgate
131,A_0536,Fifty Shades of Grey,41,R,Drama,Sam Taylor-Johnson,Kelly Marcel,166167230,2015-02-13,125,Focus Features
132,A_0538,American Made,72,R,Comedy,Doug Liman,Gary Spinelli,51342000,2017-09-29,115,Cross Creek Pictures
133,A_0541,The Fate of the Furious,67,PG-13,Thriller,F. Gary Gray,Gary Scott Thompson,225764765,2017-04-14,136,Universal Pictures
134,A_0543,Kingsman: The Secret Service,77,R,Comedy,Matthew Vaughn,Jane Goldman,128261724,2015-02-13,129,Twentieth Century Fox
135,A_0544,X-Men: Apocalypse,70,PG-13,Sci-Fi,Bryan Singer,Simon Kinberg,155442489,2016-05-27,144,Twentieth Century Fox
136,A_0548,John Wick,73,R,Thriller,Chad Stahelski,Derek Kolstad,43037835,2014-10-24,101,Thunder Road Pictures
137,A_0551,The Hitman's Bodyguard,69,R,Thriller,Patrick Hughes,Tom O'Connor,75468583,2017-08-18,118,Bodyguard Productions
138,A_0555,7 Guardians of the Tomb,49,TV-MA,Action,Kimble Rendall,Gary Hamilton,0,2018-02-23,90,Nest Holdings
139,A_0559,La La Land,81,PG-13,Comedy,Damien Chazelle,Damien Chazelle,151101803,2016-12-25,128,Summit Entertainment
140,A_0566,The Big Sick,76,R,Comedy,Michael Showalter,Emily V. Gordon,42872467,2017-07-14,120,Apatow Productions
141,A_0580,Ant-Man,73,PG-13,Comedy,Peyton Reed,Edgar Wright,180202163,2015-07-17,117,Gary Sanchez Productions
142,A_0587,A Bad Moms Christmas,55,R,Comedy,Jon Lucas,Jon Lucas,72110659,2017-11-01,104,Huayi Brothers Media
143,A_0591,The Hateful Eight,78,R,Drama,Quentin Tarantino,Quentin Tarantino,54117416,2015-12-30,187,Visiona Romantica
144,A_0592,Arrival,79,PG-13,Sci-Fi,Denis Villeneuve,Eric Heisserer,100546139,2016-11-11,116,Lava Bear Films
145,A_0594,Hangman,51,R,Thriller,Johnny Martin,Michael Caissie,0,2017-11-24,98,Patriot Pictures
146,A_0595,The Snowman,51,R,Drama,Tomas Alfredson,Peter Straughan,6670765,2017-10-20,119,Universal Pictures
147,A_0597,Suburbicon,55,R,Drama,George Clooney,Joel Coen,5775178,2017-10-27,105,Black Bear Pictures
148,A_0599,The Maze Runner,68,PG-13,Sci-Fi,Wes Ball,Noah Oppenheim,102427862,2014-09-19,113,Twentieth Century Fox
149,A_0603,What Happened to Monday,69,TV-MA,Action,Tommy Wirkola,Max Botkin,0,2017-08-18,123,Nexus Factory
150,A_0608,The Girl on the Train,65,R,Drama,Tate Taylor,Erin Cressida Wilson,75395035,2016-10-07,112,Amblin Partners
151,A_0609,Prisoners,81,R,Drama,Denis Villeneuve,Aaron Guzikowski,61002302,2013-09-20,153,Alcon Entertainment
152,A_0613,Divergent,67,PG-13,Sci-Fi,Neil Burger,Evan Daugherty,150947895,2014-03-21,139,Summit Entertainment
153,A_0615,Ghost in the Shell,64,PG-13,Drama,Rupert Sanders,Shirow Masamune,40533014,2017-03-31,107,Paramount Pictures
154,A_1275,Ghost in the Shell,80,NOT RATED,Action,Mamoru Oshii,Shirow Masamune,515905,1996-03-29,83,Kôdansha
155,A_0631,War for the Planet of the Apes,75,PG-13,Drama,Matt Reeves,Mark Bomback,146880162,2017-07-14,140,Twentieth Century Fox
156,A_0633,Jurassic World,70,PG-13,Sci-Fi,Colin Trevorrow,Rick Jaffa,652270625,2015-06-12,124,Universal Pictures
157,A_0636,Captain America: The Winter Soldier,78,PG-13,Sci-Fi,Anthony Russo,Christopher Markus,259766572,2014-04-04,136,Marvel Entertainment
158,A_0642,Terminator Genisys,65,PG-13,Sci-Fi,Alan Taylor,Laeta Kalogridis,89760956,2015-07-01,126,Paramount Pictures
159,A_0643,The Revenant,80,R,Documentary,Alejandro G. I��rritu,Mark L. Smith,183637894,2016-01-08,156,Regency Enterprises
160,A_0647,The Mountain Between Us,64,PG-13,Drama,Hany Abu-Assad,J. Mills Goodloe,30348555,2017-10-06,112,Chernin Entertainment
161,A_0648,Spectre,68,PG-13,Thriller,Sam Mendes,John Logan,200074175,2015-11-06,148,B24
162,A_0652,Gods of Egypt,54,PG-13,Fantasy,Alex Proyas,Matt Sazama,31153464,2016-02-26,127,Pyramania
163,A_0656,Man of Steel,71,PG-13,Fantasy,Zack Snyder,David S. Goyer,291045518,2013-06-14,143,Warner Bros.
164,A_0670,The Legend of Tarzan,63,PG-13,Drama,David Yates,Adam Cozad,126643061,2016-07-01,110,Village Roadshow Pictures
165,A_0679,Knock Knock,49,R,Thriller,Eli Roth,Eli Roth,36336,2015-10-09,99,Black Bear Pictures
166,A_0680,Cult of Chucky,52,R,Thriller,Don Mancini,Don Mancini,0,2017-10-24,91,Universal 1440 Entertainment
167,A_0685,Carrie,74,R,Horror,Brian De Palma,Stephen King,33800000,1976-11-16,98,Red Bank Films
168,A_0686,Carrie,59,R,Drama,Kimberly Peirce,Lawrence D. Cohen,35266619,2013-10-18,100,Metro-Goldwyn-Mayer (MGM)
169,A_0688,Death Note,46,TV-MA,Drama,Adam Wingard,Charley Parlapanides,0,2017-08-25,101,Lin Pictures
170,A_0689,Don't Breathe,71,R,Thriller,Fede Alvarez,Fede Alvarez,89217875,2016-08-26,88,Screen Gems
171,A_0691,The Conjuring 2,74,R,Thriller,James Wan,Chad Hayes,102470008,2016-06-10,134,New Line Cinema
172,A_0694,The Belko Experiment,61,R,Thriller,Greg McLean,James Gunn,10164675,2017-03-17,89,BH Tilt
173,A_0695,The Shallows,63,PG-13,Thriller,Jaume Collet-Serra,Anthony Jaswinski,55121623,2016-06-24,86,Columbia Pictures
174,A_0708,Nails,46,NOT RATED,Horror,Dennis Bartok,Tom Abrams,0,2017-06-16,85,Fantastic Films
175,A_0715,Dracula Untold,63,PG-13,Fantasy,Gary Shore,Matt Sazama,56280355,2014-10-10,92,Universal Pictures
176,A_0719,The Bad Batch,53,R,Drama,Ana Lily Amirpour,Ana Lily Amirpour,177680,2017-06-23,118,Human Stew Factory
177,A_0720,Morgan,58,R,Horror,Luke Scott,Seth W. Owen,3912052,2016-09-02,92,Scott Free Productions
178,A_0722,Underworld: Blood Wars,58,R,Fantasy,Anna Foerster,Cory Goodman,30348260,2017-01-06,91,Lakeshore Entertainment
179,A_0730,How to Train Your Dragon 2,78,PG,Adventure,Dean DeBlois,Dean DeBlois,177002924,2014-06-13,102,DreamWorks Animation
180,A_0733,My Little Pony: The Movie,62,PG,Comedy,Jayson Thiessen,Meghan McCarthy,21885107,2017-10-06,99,Lionsgate
181,A_0735,The Book of Life,73,PG,Comedy,Jorge R. Guti�rrez,Jorge R. Guti�rrez,50151543,2014-10-17,95,Reel FX Creative Studios
182,A_0736,Tarzan,72,G,Adventure,Chris Buck,Tab Murphy,171091819,1999-06-18,88,Walt Disney Pictures
183,A_3186,Tarzan,48,PG,Adventure,Reinhard Klooss,Reinhard Klooss,0,2014-02-20,94,Constantin Film
184,A_0744,Kung Fu Panda 3,71,PG,Adventure,Alessandro Carloni,Jonathan Aibel,143528619,2016-01-29,95,China Film Co.
185,A_0760,A Monster Calls,75,PG-13,Fantasy,J.A. Bayona,Patrick Ness,3730982,2017-01-06,108,Apaches Entertainment
186,A_0762,Ice Age: Collision Course,57,PG,Comedy,Mike Thurmeier,Michael J. Wilson,64063008,2016-07-22,94,Blue Sky Studios
187,A_0765,Monsters University,73,G,Comedy,Dan Scanlon,Dan Scanlon,268492764,2013-06-21,104,Walt Disney Pictures
188,A_0773,Storks,68,PG,Comedy,Nicholas Stoller,Nicholas Stoller,72679278,2016-09-23,87,RatPac-Dune Entertainment
189,A_0779,The Florida Project,77,R,Drama,Sean Baker,Sean Baker,5904366,2017-11-10,111,Cre Film
190,A_0786,Bullet Head,52,R,Drama,Paul Solet,Paul Solet,0,2017-12-08,93,Millennium Media
191,A_0788,Josie,46,NOT RATED,Drama,Eric England,Anthony Ragnone II,0,2018-03-16,100,Coalition Group
192,A_0790,Icarus,80,TV-MA,Sport,Bryan Fogel,Jon Bertain,0,2017-08-04,121,Alex Productions
193,A_0791,Patriots Day,74,R,Drama,Peter Berg,Peter Berg,31886361,2017-01-13,133,Bluegrass Films
194,A_0796,The Equalizer,72,R,Thriller,Antoine Fuqua,Richard Wenk,101530738,2014-09-26,132,Columbia Pictures
195,A_0802,Snatched,44,R,Comedy,Jonathan Levine,Katie Dippold,45825314,2017-05-12,90,Chernin Entertainment
196,A_0804,The Magnificent Seven,69,PG-13,Western,Antoine Fuqua,Akira Kurosawa,93432655,2016-09-23,132,Metro-Goldwyn-Mayer (MGM)
197,A_0814,Mission: Impossible - Rogue Nation,74,PG-13,Thriller,Christopher McQuarrie,Christopher McQuarrie,195042377,2015-07-31,131,Paramount Pictures
198,A_0816,Battle of the Sexes,68,PG-13,Comedy,Jonathan Dayton,Simon Beaufoy,12638526,2017-09-29,121,Cloud Eight Films
199,A_0837,The House,56,R,Comedy,Andrew Jay Cohen,Brendan O'Brien,25481529,2017-06-30,88,Gary Sanchez Productions
200,A_0843,Just Getting Started,40,PG-13,Comedy,Ron Shelton,Ron Shelton,6069605,2017-12-08,91,Broad Green Pictures
201,A_0860,The Hunger Games: Catching Fire,75,PG-13,Mystery,Francis Lawrence,Simon Beaufoy,424668047,2013-11-22,146,Color Force
202,A_0865,The Nice Guys,74,R,Comedy,Shane Black,Shane Black,36261763,2016-05-20,116,Misty Mountains
203,A_0878,Thelma,71,NOT RATED,Fantasy,Joachim Trier,Eskil Vogt,147391,2017-09-15,116,Motlys
204,A_0880,1922,63,TV-MA,Drama,Zak Hilditch,Stephen King,0,2017-10-20,102,Campfire
205,A_0883,Wonderstruck,63,PG,Drama,Todd Haynes,Brian Selznick,1033632,2017-10-20,116,Amazon Studios
206,A_0885,Passengers,70,PG-13,Drama,Morten Tyldum,Jon Spaihts,100014699,2016-12-21,116,Columbia Pictures
207,A_0886,Her,80,R,Drama,Spike Jonze,Spike Jonze,25568251,2014-01-10,126,Annapurna Pictures
208,A_0887,The Circle,53,PG-13,Drama,James Ponsoldt,James Ponsoldt,20476391,2017-04-28,110,1978 Films
209,A_0887,The Circle,53,PG-13,Drama,James Ponsoldt,James Ponsoldt,20476391,2017-04-28,110,1978 Films
210,A_0889,The Space Between Us,64,PG-13,Drama,Peter Chelsom,Allan Loeb,7829766,2017-02-03,120,Los Angeles Media Fund (LAMF)
211,A_0896,Fantastic Four,43,PG-13,Sci-Fi,Josh Trank,Jeremy Slater,56117548,2015-08-07,100,Twentieth Century Fox
212,A_2886,Fantastic Four,57,PG-13,Family,Tim Story,Mark Frost,154696080,2005-07-08,106,Twentieth Century Fox
213,A_0898,Flatliners,52,PG-13,Drama,Niels Arden Oplev,Peter Filardi,16866403,2017-09-29,109,Columbia Pictures
214,A_1527,Flatliners,66,R,Drama,Joel Schumacher,Peter Filardi,61490000,1990-08-10,115,Columbia Pictures Corporation
215,A_0899,Gravity,78,PG-13,Drama,Alfonso Cuarón,Alfonso Cuarón,274092705,2013-10-04,91,Warner Bros.
216,A_0900,Maze Runner: The Scorch Trials,63,PG-13,Thriller,Wes Ball,T.S. Nowlin,81670090,2015-09-18,131,Gotham Group
217,A_0912,The Lost City of Z,66,PG-13,Documentary,James Gray,James Gray,8580410,2017-04-21,141,Keep Your Head
218,A_0913,San Andreas,61,PG-13,Drama,Brad Peyton,Carlton Cuse,155190832,2015-05-29,114,Village Roadshow Pictures
219,A_0917,About Time,78,R,Fantasy,Richard Curtis,Richard Curtis,15322921,2013-11-08,123,Translux
220,A_0919,The Hobbit: The Battle of the Five Armies,74,PG-13,Fantasy,Peter Jackson,Fran Walsh,255119788,2014-12-17,144,New Line Cinema
221,A_0920,Assassin's Creed,58,PG-13,Fantasy,Justin Kurzel,Michael Lesslie,54647948,2016-12-21,115,Regency Enterprises
222,A_0923,Miss Peregrine's Home for Peculiar Children,67,PG-13,Drama,Tim Burton,Ransom Riggs,87242834,2016-09-30,127,Twentieth Century Fox
223,A_0928,A Ghost Story,69,R,Fantasy,David Lowery,David Lowery,1596371,2017-07-27,92,Sailor Bear
224,A_0929,Maleficent,70,PG,Family,Robert Stromberg,Linda Woolverton,241410378,2014-05-30,97,Roth Films
225,A_0930,Into the Woods,60,PG,Comedy,Rob Marshall,James Lapine,128002372,2014-12-25,125,Lucamar Productions
226,A_0933,300: Rise of an Empire,62,R,Fantasy,Noam Murro,Zack Snyder,106580051,2014-03-07,102,Warner Bros.
227,A_0936,Pan,58,PG,Fantasy,Joe Wright,Jason Fuchs,35088320,2015-10-09,111,Warner Bros.
228,A_0937,Tomorrowland,65,PG,Family,Brad Bird,Damon Lindelof,93436322,2015-05-22,130,Walt Disney Pictures
229,A_0939,The Babadook,68,NOT RATED,Drama,Jennifer Kent,Jennifer Kent,924279,2014-11-28,93,Screen Australia
230,A_0940,The Purge: Election Year,60,R,Horror,James DeMonaco,James DeMonaco,79003080,2016-07-01,108,Universal Pictures
231,A_0941,Leatherface,50,R,Thriller,Alexandre Bustillo,Kim Henkel,0,2017-09-14,90,Campbell Grobman Films
232,A_0942,Resident Evil: The Final Chapter,56,R,Horror,Paul W.S. Anderson,Paul W.S. Anderson,26830068,2017-01-27,107,Constantin Film
233,A_0946,Bone Tomahawk,71,NOT RATED,Drama,S. Craig Zahler,S. Craig Zahler,0,2016-02-19,132,Caliber Media Company
234,A_0948,Pride and Prejudice and Zombies,58,PG-13,Horror,Burr Steers,Burr Steers,10907291,2016-02-05,108,Cross Creek Pictures
235,A_0951,Green Room,70,R,Thriller,Jeremy Saulnier,Jeremy Saulnier,3219029,2016-05-13,95,Broad Green Pictures
236,A_0952,The Autopsy of Jane Doe,68,R,Thriller,André Øvredal,Ian B. Goldberg,0,2016-12-21,86,42
237,A_0953,Hush,66,R,Thriller,Mike Flanagan,Mike Flanagan,0,2016-04-08,81,Intrepid Pictures
238,A_0955,Better Watch Out,65,R,Thriller,Chris Peckover,Zack Kahn,20369,2017-10-06,89,Storm Vision Entertainment
239,A_0956,The Boy,60,PG-13,Thriller,William Brent Bell,Stacey Menear,35794166,2016-01-22,97,Lakeshore Entertainment
240,A_0956,The Boy,60,PG-13,Thriller,William Brent Bell,Stacey Menear,35794166,2016-01-22,97,Lakeshore Entertainment
241,A_0957,Insidious: Chapter 2,66,PG-13,Thriller,James Wan,Leigh Whannell,83586447,2013-09-13,106,FilmDistrict
242,A_0964,Insidious: Chapter 3,61,PG-13,Thriller,Leigh Whannell,Leigh Whannell,52218558,2015-06-05,97,Gramercy Pictures (I)
243,A_0977,The Visit,62,PG-13,Thriller,M. Night Shyamalan,M. Night Shyamalan,65206105,2015-09-11,94,Blinding Edge Pictures
244,A_0978,The Mortal Instruments: City of Bones,59,PG-13,Fantasy,Harald Zwart,Jessica Postigo,31165421,2013-08-21,130,Constantin Film
245,A_0982,Carnage Park,49,NOT RATED,Horror,Mickey Keating,Mickey Keating,0,2016-07-01,90,Diablo Entertainment (II)
246,A_0983,Lights Out,63,PG-13,Horror,David F. Sandberg,Eric Heisserer,67235683,2016-07-22,81,New Line Cinema
247,A_0984,Cabin Fever,37,R,Horror,Travis Zariwny,Randy Pearlstein,0,2016-05-13,99,Contend
248,A_1530,Cabin Fever,56,R,Horror,Eli Roth,Eli Roth,21158188,2003-09-12,93,Tonic Films
249,A_0991,Kubo and the Two Strings,78,PG,Adventure,Travis Knight,Marc Haimes,48023088,2016-08-19,101,Focus Features
250,A_1005,Hotel Transylvania 2,67,PG,Comedy,Genndy Tartakovsky,Robert Smigel,169700110,2015-09-25,89,Columbia Pictures
251,A_1009,Kingsglaive: Final Fantasy XV,68,PG-13,Adventure,Takeshi Nozue,Takashi Hasegawa,233569,2016-07-09,110,Digic Pictures
252,A_1017,Smurfs: The Lost Village,59,PG,Comedy,Kelly Asbury,Stacey Harman,45020282,2017-04-07,90,Columbia Pictures
253,A_1021,The Good Dinosaur,67,PG,Comedy,Peter Sohn,Bob Peterson,123087120,2015-11-25,93,Pixar Animation Studios
254,A_1028,The Nut Job 2: Nutty by Nature,53,PG,Adventure,Cal Brunker,Bob Barlen,28370522,2017-08-11,91,Lotte Entertainment
255,A_1043,The Danish Girl,71,R,Documentary,Tom Hooper,David Ebershoff,12706393,2016-01-22,119,Working Title Films
256,A_1049,Only the Brave,77,PG-13,Documentary,Joseph Kosinski,Sean Flynn,18340051,2017-10-20,134,Black Label Media
257,A_1054,Good Time,73,R,Drama,Benny Safdie,Ronald Bronstein,2009484,2017-08-25,101,Elara Pictures
258,A_1058,Nocturnal Animals,75,R,Drama,Tom Ford,Tom Ford,10639114,2016-12-09,116,Focus Features
259,A_1060,The Forgiven,55,R,Thriller,Roland Joffé,Michael Ashton,0,2018-03-09,115,Light and Dark Films
260,A_1061,Jason Bourne,66,PG-13,Thriller,Paul Greengrass,Paul Greengrass,162434410,2016-07-29,123,Universal Pictures
261,A_1063,Furious 7,72,PG-13,Thriller,James Wan,Chris Morgan,353007020,2015-04-03,137,Universal Pictures
262,A_1065,Fury,76,R,Drama,David Ayer,David Ayer,85817906,2014-10-17,134,Columbia Pictures
263,A_1071,Spy,70,R,Comedy,Paul Feig,Paul Feig,110825712,2015-06-05,119,Twentieth Century Fox
264,A_1079,Jungle,67,R,Documentary,Greg McLean,Yossi Ghinsberg,0,2017-10-20,115,Babber Films
265,A_1080,Pitch Perfect 2,64,PG-13,Comedy,Elizabeth Banks,Kay Cannon,184296230,2015-05-15,115,Brownstone Productions (II)
266,A_1083,Rough Night,52,R,Comedy,Lucia Aniello,Lucia Aniello,22062200,2017-06-16,101,Paulilu Productions
267,A_1085,Girls Trip,63,R,Comedy,Malcolm D. Lee,Erica Rivinoja,115108515,2017-07-21,122,Universal Pictures
268,A_1093,Entourage,85,TV-MA,Comedy,,Doug Ellin,0,1900-1-1,28,Home Box Office (HBO)
269,A_1097,The DUFF,65,PG-13,Comedy,Ari Sandel,Josh A. Cagan,34017854,2015-02-20,101,CBS Films
270,A_1102,The Big Short,78,R,Comedy,Adam McKay,Charles Randolph,70259870,2015-12-23,130,Plan B Entertainment
271,A_1128,Inherent Vice,67,R,Comedy,Paul Thomas Anderson,Paul Thomas Anderson,8110975,2015-01-09,148,Ghoulardi Film Company
