,ID,Title,Score,Rating,Genre,Directed By,Written By,Box Office,Release Date,Runtime,Studio
272,A_1129,Veronica Mars,84,TV-14,Drama,,Rob Thomas,0,1900-1-1,44,Silver Pictures Television
273,A_2324,Veronica Mars,68,PG-13,Drama,Rob Thomas,Rob Thomas,3319109,2014-03-13,107,Warner Bros. Digital Distribution
274,A_1132,Midnight Special,66,PG-13,Sci-Fi,Jeff Nichols,Jeff Nichols,3707794,2016-04-21,112,Warner Bros.
275,A_1134,Now You See Me 2,65,PG-13,Comedy,Jon M. Chu,Ed Solomon,65075540,2016-06-10,129,K/O Paper Products
276,A_1145,Crooked House,63,PG-13,Drama,Gilles Paquet-Brenner,Julian Fellowes,0,2017-11-21,115,Brilliant Films
277,A_1151,Jack Reacher: Never Go Back,61,PG-13,Action,Edward Zwick,Richard Wenk,58697076,2016-10-21,118,Paramount Pictures
278,A_1153,Nerve,66,PG-13,Action,Henry Joost,Jessica Sharzer,38562379,2016-07-27,96,Allison Shearmur Productions
279,A_1154,The Hunger Games: Mockingjay - Part 2,65,PG-13,Sci-Fi,Francis Lawrence,Peter Craig,281723902,2015-11-20,137,Color Force
280,A_1166,The Hunger Games: Mockingjay - Part 1,67,PG-13,Sci-Fi,Francis Lawrence,Peter Craig,337135885,2014-11-21,123,Color Force
281,A_1154,The Hunger Games: Mockingjay - Part 2,65,PG-13,Sci-Fi,Francis Lawrence,Peter Craig,281723902,2015-11-20,137,Color Force
282,A_1166,The Hunger Games: Mockingjay - Part 1,67,PG-13,Sci-Fi,Francis Lawrence,Peter Craig,337135885,2014-11-21,123,Color Force
283,A_1155,Jupiter Ascending,53,PG-13,Sci-Fi,Lana Wachowski,Lilly Wachowski,47387723,2015-02-06,127,Warner Bros.
284,A_1161,X-Men: Days of Future Past,80,PG-13,Sci-Fi,Bryan Singer,Simon Kinberg,233921534,2014-05-23,132,Twentieth Century Fox
285,A_1171,The Lobster,71,R,Comedy,Yorgos Lanthimos,Yorgos Lanthimos,8699235,2015-10-16,119,Film4
286,A_1173,Insurgent,62,PG-13,Sci-Fi,Robert Schwentke,Brian Duffield,130179072,2015-03-20,119,Summit Entertainment
287,A_1181,xXx: Return of Xander Cage,52,PG-13,Thriller,D.J. Caruso,Rich Wilkes,44898413,2017-01-20,107,Huahua Media
288,A_1182,Everest,71,PG-13,Drama,Baltasar Kormákur,William Nicholson,43482270,2015-09-25,121,Working Title Films
289,A_1187,The Shack,63,PG-13,Fantasy,Stuart Hazeldine,John Fusco,57330873,2017-03-03,132,Summit Entertainment
290,A_1192,The Hobbit: The Desolation of Smaug,79,PG-13,Fantasy,Peter Jackson,Fran Walsh,258366855,2013-12-13,161,Metro-Goldwyn-Mayer (MGM)
291,A_1194,Ender's Game,67,PG-13,Fantasy,Gavin Hood,Gavin Hood,61737191,2013-11-01,114,MWM (MadisonWellsMedia)
292,A_1196,The Great Wall,60,PG-13,Fantasy,Yimou Zhang,Carlo Bernard,45540830,2017-02-17,103,Legendary East
293,A_1197,Colossal,62,R,Comedy,Nacho Vigalondo,Nacho Vigalondo,3021345,2017-04-21,109,Toy Fight Productions
294,A_1203,The Age of Adaline,72,PG-13,Fantasy,Lee Toland Krieger,J. Mills Goodloe,42478175,2015-04-24,112,Lakeshore Entertainment
295,A_1204,Pixels,56,PG-13,Fantasy,Chris Columbus,Tim Herlihy,78747585,2015-07-24,105,Columbia Pictures
296,A_1210,The Huntsman: Winter's War,61,PG-13,Drama,Cedric Nicolas-Troyan,Evan Spiliotopoulos,48390190,2016-04-22,114,Universal Pictures
297,A_1212,Mr. Nobody,79,R,Fantasy,Jaco Van Dormael,Jaco Van Dormael,3600,2013-09-26,141,Pan Européenne
298,A_1221,The Void,58,NOT RATED,Sci-Fi,Jeremy Gillespie,Jeremy Gillespie,150372,2017-04-07,90,120dB Films
299,A_1222,The Limehouse Golem,63,NOT RATED,Thriller,Juan Carlos Medina,Jane Goldman,0,2017-09-08,109,Number 9 Films
300,A_1231,The Vault,48,NOT RATED,Thriller,Dan Bush,Dan Bush,5728,2017-09-01,91,Redwire Pictures
301,A_1236,The Green Inferno,53,R,Thriller,Eli Roth,Guillermo Amoedo,7192291,2015-09-25,100,Worldview Entertainment
302,A_1242,Victor Crowley,57,NOT RATED,Comedy,Adam Green,Adam Green,0,2018-02-06,83,ArieScope Pictures
303,A_1247,Goosebumps,63,PG,Comedy,Rob Letterman,Darren Lemke,80080379,2015-10-16,103,Columbia Pictures
304,A_1968,Goosebumps,78,TV-Y7,Fantasy,,R.L. Stine,0,1900-1-1,22,Lenz Entertainment
305,A_1253,You're Next,65,R,Thriller,Adam Wingard,Simon Barrett,18474268,2013-08-23,95,Snoot Entertainment
306,A_1310,The SpongeBob Movie: Sponge Out of Water,60,PG,Comedy,Paul Tibbitt,Glenn Berger,162994032,2015-02-06,92,Paramount Animation
307,A_1320,Fifty Shades Darker,46,R,Drama,James Foley,Niall Leonard,114376885,2017-02-10,118,Universal Pictures
308,A_1322,Detroit,74,R,Drama,Kathryn Bigelow,Mark Boal,16790139,2017-08-04,143,Annapurna Pictures
309,A_1324,The Imitation Game,80,PG-13,Documentary,Morten Tyldum,Graham Moore,91125683,2014-12-25,114,Black Bear Pictures
310,A_1332,Hell or High Water,76,R,Drama,David Mackenzie,Taylor Sheridan,26862450,2016-08-26,102,Sidney Kimmel Entertainment
311,A_1338,American Sniper,73,R,Documentary,Clint Eastwood,Jason Hall,350126372,2015-01-16,133,Warner Bros.
312,A_1364,Bad Moms,62,R,Comedy,Jon Lucas,Jon Lucas,113257297,2016-07-29,100,STX Entertainment
313,A_1366,The Layover,47,R,Comedy,William H. Macy,David Hornsby,0,2017-08-03,88,Unified Pictures
314,A_1375,The Man Who Invented Christmas,70,PG,Comedy,Bharat Nalluri,Susan Coyne,5676486,2017-11-22,104,Mazur / Kaplan Company
315,A_1377,A Futile and Stupid Gesture,69,TV-MA,Comedy,David Wain,Michael Colton,0,2018-01-26,101,Principato-Young Entertainment
316,A_1379,Before I Fall,64,PG-13,Drama,Ry Russo-Young,Maria Maggenti,12230791,2017-03-03,98,Awesomeness Films
317,A_1384,The Invitation,67,NOT RATED,Drama,Karyn Kusama,Phil Hay,231703,2016-04-08,100,Gamechanger Films
318,A_1389,Kidnap,59,R,Drama,Luis Prieto,Knate Lee,30718107,2017-08-04,95,Di Bonaventura Pictures
319,A_1393,"Hail, Caesar!",63,PG-13,Comedy,Ethan Coen,Joel Coen,30080225,2016-02-05,106,Universal Pictures
320,A_1399,Inferno,62,PG-13,Action,Ron Howard,Dan Brown,34343574,2016-10-28,121,Columbia Pictures
321,A_1404,All I See Is You,52,R,Drama,Marc Forster,Sean Conway,217644,2017-10-27,109,2DUX²
322,A_1406,The Loft,63,R,Romance,Erik Van Looy,Bart De Pauw,5981749,2015-01-30,108,Open Road Films
323,A_1410,Secret in Their Eyes,63,PG-13,Drama,Billy Ray,Billy Ray,20180155,2015-11-20,111,IM Global
324,A_1416,Transformers: Age of Extinction,57,PG-13,Sci-Fi,Michael Bay,Ehren Kruger,245439076,2014-06-27,165,Paramount Pictures
325,A_1421,Okja,74,TV-MA,Drama,Joon-ho Bong,Joon-ho Bong,0,2017-06-28,120,Kate Street Picture Company
326,A_1426,RoboCop,62,PG-13,Action,José Padilha,Joshua Zetumer,58607007,2014-02-12,117,Metro-Goldwyn-Mayer (MGM)
327,A_2860,RoboCop,75,R,Action,Paul Verhoeven,Edward Neumeier,53424681,1987-07-17,102,Orion Pictures
328,A_1427,The 5th Wave,52,PG-13,Sci-Fi,J Blakeson,Susannah Grant,34912982,2016-01-22,112,Columbia Pictures
329,A_1429,Lucy,64,R,Thriller,Luc Besson,Luc Besson,126663600,2014-07-25,89,EuropaCorp
330,A_1432,Snowpiercer,70,R,Sci-Fi,Joon-ho Bong,Joon-ho Bong,4563650,2014-07-11,126,SnowPiercer
331,A_1441,Godzilla,64,PG-13,Sci-Fi,Gareth Edwards,Max Borenstein,200676069,2014-05-16,123,Warner Bros.
332,A_2352,Godzilla,53,PG-13,Thriller,Roland Emmerich,Dean Devlin,136314294,1998-05-20,139,Centropolis Film Productions
333,A_1442,The Amazing Spider-Man 2,67,PG-13,Sci-Fi,Marc Webb,Alex Kurtzman,202853933,2014-05-02,142,Marvel Enterprises
334,A_1445,Silence,72,R,Documentary,Martin Scorsese,Jay Cocks,7079191,2017-01-13,161,Cappa Defina Productions
335,A_1445,Silence,72,R,Documentary,Martin Scorsese,Jay Cocks,7079191,2017-01-13,161,Cappa Defina Productions
336,A_1448,Last Knights,62,R,Action,Kazuaki Kiriya,Michael Konyves,0,2015-04-03,115,Grindstone Entertainment Group
337,A_1450,The Brothers Grimsby,62,R,Comedy,Louis Leterrier,Sacha Baron Cohen,6864016,2016-03-11,83,Big Talk Productions
338,A_1468,Legend,65,PG,Fantasy,Ridley Scott,William Hjortsberg,15502112,1986-04-18,89,Legend Production Company
339,A_1606,Legend,70,R,Documentary,Brian Helgeland,Brian Helgeland,1872994,2015-11-20,132,Cross Creek Pictures
340,A_1470,A Dog's Purpose,69,PG,Comedy,Lasse Hallström,W. Bruce Cameron,64304940,2017-01-27,100,Amblin Entertainment
341,A_1482,Alice Through the Looking Glass,62,PG,Fantasy,James Bobin,Linda Woolverton,77042381,2016-05-27,113,Walt Disney Pictures
342,A_1484,Poltergeist,74,PG,Thriller,Tobe Hooper,Steven Spielberg,76606280,1982-06-04,114,Metro-Goldwyn-Mayer (MGM)
343,A_2689,Poltergeist,49,PG-13,Thriller,Gil Kenan,David Lindsay-Abaire,47425125,2015-05-22,93,Fox 2000 Pictures
344,A_1485,Oculus,65,R,Horror,Mike Flanagan,Mike Flanagan,27695246,2014-04-11,104,Intrepid Pictures
345,A_1488,Creep,63,R,Thriller,Patrick Brice,Patrick Brice,0,2015-06-23,77,Blumhouse Productions
346,A_1490,Mayhem,63,NOT RATED,Horror,Joe Lynch,Matias Caruso,0,2017-11-10,86,Circle of Confusion
347,A_1494,Vampire Academy,55,PG-13,Fantasy,Mark Waters,Richelle Mead,7791146,2014-02-07,104,Angry Films
348,A_1497,Unfriended,56,R,Drama,Levan Gabriadze,Nelson Greaves,32482090,2015-04-17,83,Bazelevs Production
349,A_1499,Only Lovers Left Alive,73,R,Fantasy,Jim Jarmusch,Jim Jarmusch,1879534,2013-12-25,123,Recorded Picture Company (RPC)
350,A_1508,Rings,45,PG-13,Drama,F. Javier Gutiérrez,David Loucka,27780085,2017-02-03,102,Macari/Edelstein
351,A_1514,Leviathan,58,R,Mystery,George P. Cosmatos,David Webb Peoples,15704614,1989-03-17,98,Filmauro
352,A_1518,Creep 2,64,NOT RATED,Thriller,Patrick Brice,Patrick Brice,0,2017-10-24,78,Blumhouse Productions
353,A_1520,Tusk,54,R,Comedy,Kevin Smith,Kevin Smith,1821983,2014-09-19,102,SModcast Pictures
354,A_1521,Ouija: Origin of Evil,61,PG-13,Thriller,Mike Flanagan,Mike Flanagan,34904885,2016-10-21,99,Allspark Pictures
355,A_1522,31,50,R,Thriller,Rob Zombie,Rob Zombie,779820,2016-09-16,102,Bow and Arrow Entertainment
356,A_1525,Annabelle,54,R,Thriller,John R. Leonetti,Gary Dauberman,84273813,2014-10-03,99,New Line Cinema
357,A_1537,Alvin and the Chipmunks: The Road Chip,51,PG,Comedy,Walt Becker,Ross Bagdasarian,85886987,2015-12-18,92,Fox 2000 Pictures
358,A_1550,Cloudy with a Chance of Meatballs 2,64,PG,Adventure,Cody Cameron,Erica Rivinoja,119793567,2013-09-27,95,Columbia Pictures
359,A_1563,Rio 2,63,G,Comedy,Carlos Saldanha,Don Rhymer,131538435,2014-04-11,101,Twentieth Century Fox Animation
360,A_1573,Teenage Mutant Ninja Turtles,80,TV-Y7,Adventure,,Ciro Nieli,0,1900-1-1,24,Lowbar Productions
361,A_1924,Teenage Mutant Ninja Turtles,58,PG-13,Comedy,Jonathan Liebesman,Josh Appelbaum,191204754,2014-08-08,101,Paramount Pictures
362,A_2986,Teenage Mutant Ninja Turtles,79,TV-Y7,Adventure,,Kevin Eastman,0,1900-1-1,30,Murakami Wolf Swenson
363,A_3079,Teenage Mutant Ninja Turtles,67,PG,Comedy,Steve Barron,Kevin Eastman,135265915,1990-03-30,93,888 Productions
364,A_3180,Teenage Mutant Ninja Turtles,77,TV-Y7,Adventure,,Kevin Eastman,0,1900-1-1,30,Mirage Studios
365,A_1581,Justice League Dark,71,R,Fantasy,Jay Oliva,J.M. DeMatteis,0,2017-02-07,75,Warner Bros. Animation
366,A_1585,"Roman J. Israel, Esq.",64,PG-13,Drama,Dan Gilroy,Dan Gilroy,11962712,2017-11-22,122,Bron Studios
367,A_1591,Mudbound,75,R,Drama,Dee Rees,Virgil Williams,0,2017-11-17,134,Armory Films
368,A_1592,Victoria,82,TV-PG,Documentary,,Daisy Goodwin,0,1900-1-1,60,Mammoth Screen
369,A_1594,Moonlight,74,R,Drama,Barry Jenkins,Barry Jenkins,27850912,2016-11-18,111,A24
370,A_2137,Moonlight,77,NOT RATED,Fantasy,,Ron Koslow,0,1900-1-1,60,Silver Pictures Television
371,A_1595,Wonder Wheel,62,PG-13,Drama,Woody Allen,Woody Allen,1403237,2017-12-15,101,Amazon Studios
372,A_1597,Hacksaw Ridge,82,R,Documentary,Mel Gibson,Robert Schenkkan,67209615,2016-11-04,139,Cross Creek Pictures
373,A_1599,Shot Caller,74,R,Drama,Ric Roman Waugh,Ric Roman Waugh,0,2017-08-18,121,Bold Films
374,A_1600,Inconceivable,53,R,Drama,Jonathan Baker,Chloe King,0,2017-06-30,105,Baker Entertainment Group
375,A_1603,The Beguiled,64,R,Drama,Sofia Coppola,Thomas Cullinan,10576669,2017-06-30,93,American Zoetrope
376,A_1607,The Accountant,74,R,Drama,Gavin O'Connor,Bill Dubuque,86260045,2016-10-14,128,Warner Bros.
377,A_1608,Point Break,72,R,Thriller,Kathryn Bigelow,Rick King,43218387,1991-07-12,122,Largo Entertainment
378,A_2785,Point Break,53,PG-13,Sport,Ericson Core,Kurt Wimmer,28782481,2015-12-25,114,Alcon Entertainment
379,A_1610,Central Intelligence,63,PG-13,Comedy,Rawson Marshall Thurber,Ike Barinholtz,127440871,2016-06-17,107,New Line Cinema
380,A_1615,Allied,71,R,Drama,Robert Zemeckis,Steven Knight,40069087,2016-11-23,124,GK Films
381,A_1619,Mother's Day,56,PG-13,Comedy,Garry Marshall,Anya Kochoff,32463917,2016-04-29,118,Open Road Films (II)
382,A_1621,Irreplaceable You,63,NOT RATED,Comedy,Stephanie Laing,Bess Wohl,0,2018-02-16,96,Rocliffe Ltd.
383,A_1629,Why Him?,62,R,Comedy,John Hamburg,John Hamburg,60269575,2016-12-23,111,Twentieth Century Fox
384,A_1633,Home Again,57,PG-13,Comedy,Hallie Meyers-Shyer,Hallie Meyers-Shyer,27020284,2017-09-08,97,Black Bicycle Entertainment
385,A_1639,Captain Fantastic,79,R,Comedy,Matt Ross,Matt Ross,5875006,2016-07-29,118,Electric City Entertainment
386,A_1641,Going in Style,66,PG-13,Comedy,Zach Braff,Theodore Melfi,45003463,2017-04-07,96,De Line Pictures
387,A_1646,Blended,65,PG-13,Comedy,Frank Coraci,Ivan Menchell,46294610,2014-05-23,117,Gulfstream Pictures
388,A_1647,Unlocked,62,R,Drama,Michael Apted,Peter O'Brien,0,2017-05-05,98,Bloom
389,A_1648,Predestination,75,R,Sci-Fi,Michael Spierig,Michael Spierig,68372,2015-01-09,97,Screen Australia
390,A_1650,Enemy,69,R,Thriller,Denis Villeneuve,José Saramago,1007088,2014-02-06,91,Pathé International
391,A_1652,Criminal,63,R,Drama,Ariel Vromen,Douglas Cook,14268533,2016-04-15,113,BenderSpink
392,A_1654,Oldboy,58,R,Drama,Spike Lee,Garon Tsuchiya,2162593,2013-11-27,104,Good Universe
393,A_1657,The Guest,67,R,Thriller,Adam Wingard,Simon Barrett,322600,2014-09-05,100,HanWay Films
394,A_1682,Small Town Crime,66,R,Thriller,Eshom Nelms,Eshom Nelms,0,2018-01-19,91,6 Foot Films
395,A_1693,The World's End,70,R,Comedy,Edgar Wright,Simon Pegg,26004851,2013-08-23,109,Universal Pictures
396,A_1696,Teenage Mutant Ninja Turtles: Out of the Shadows,60,PG-13,Comedy,Dave Green,Josh Appelbaum,82051601,2016-06-03,112,Paramount Pictures
397,A_1700,Elysium,66,R,Drama,Neill Blomkamp,Neill Blomkamp,93050117,2013-08-09,109,TriStar Pictures
398,A_1708,Under the Skin,63,R,Drama,Jonathan Glazer,Walter Campbell,2605039,2014-03-14,108,Film4
399,A_1713,The Wolverine,67,PG-13,Sci-Fi,James Mangold,Mark Bomback,132556852,2013-07-26,126,Twentieth Century Fox
400,A_1726,Mike and Dave Need Wedding Dates,60,R,Comedy,Jake Szymanski,Andrew Jay Cohen,46007113,2016-07-08,98,Twentieth Century Fox
401,A_1729,Swiss Army Man,70,R,Comedy,Dan Kwan,Daniel Scheinert,4208879,2016-07-01,97,Blackbird
402,A_1731,The Secret Life of Walter Mitty,73,PG,Comedy,Ben Stiller,Steve Conrad,58236838,2013-12-25,114,Twentieth Century Fox
403,A_1734,The BFG,64,PG,Fantasy,Steven Spielberg,Melissa Mathison,55483770,2016-07-01,117,Walt Disney Pictures
404,A_1741,Exodus: Gods and Kings,60,PG-13,Drama,Ridley Scott,Adam Cooper,65014513,2014-12-12,150,Chernin Entertainment
405,A_1743,Percy Jackson: Sea of Monsters,59,PG,Fantasy,Thor Freudenthal,Marc Guggenheim,68559554,2013-08-07,106,Fox 2000 Pictures
406,A_1757,Amityville: The Awakening,49,PG-13,Thriller,Franck Khalfoun,Franck Khalfoun,742,2017-10-12,85,Dimension Films
407,A_1759,Most Beautiful Island,56,NOT RATED,Thriller,Ana Asensio,Ana Asensio,0,2017-11-03,80,Glass Eye Pix
408,A_1761,The Purge: Anarchy,65,R,Horror,James DeMonaco,James DeMonaco,71962800,2014-07-18,103,Universal Pictures
409,A_1771,The Bye Bye Man,43,PG-13,Thriller,Stacy Title,Jonathan Penner,22377458,2017-01-13,97,Huayi Brothers Media
410,A_1772,Outcast,75,TV-MA,Drama,,Robert Kirkman,0,1900-1-1,60,Circle of Confusion
411,A_1773,Wish Upon,51,PG-13,Fantasy,John R. Leonetti,Barbara Marshall,14301505,2017-07-14,90,Broad Green Pictures
412,A_1789,Berlin Syndrome,63,R,Drama,Cate Shortland,Shaun Grant,28660,2017-05-26,116,Aquarius Films
413,A_1796,Incarnate,52,PG-13,Fantasy,Brad Peyton,Ronnie Christensen,4790573,2016-12-02,91,IM Global
414,A_1809,Batman and Harley Quinn,59,PG-13,Adventure,Sam Liu,Bruce Timm,0,2017-08-15,74,DC Entertainment
415,A_1810,Batman: The Killing Joke,65,R,Action,Sam Liu,Brian Azzarello,3775000,2016-07-25,76,Warner Bros. Animation
416,A_1813,Ratchet & Clank,56,PG,Adventure,Kevin Munroe,T.J. Fixman,8549740,2016-04-29,94,Gramercy Pictures (I)
417,A_1831,The Peanuts Movie,71,G,Comedy,Steve Martino,Craig Schulz,130178411,2015-11-06,88,Twentieth Century Fox Animation
418,A_1835,Turbo,65,PG,Comedy,David Soren,Darren Lemke,83028128,2013-07-17,96,DreamWorks Animation
419,A_1844,Mr. Peabody & Sherman,68,PG,Comedy,Rob Minkoff,Jay Ward,111506430,2014-03-07,92,Bullwinkle Studios
420,A_1848,Middle School: The Worst Years of My Life,61,PG,Comedy,Steve Carr,Chris Bowman,19985196,2016-10-07,92,CBS Films
421,A_1854,The Smurfs 2,54,PG,Comedy,Raja Gosnell,J. David Stem,71017784,2013-07-31,105,Columbia Pictures
422,A_1859,Goodbye Christopher Robin,71,PG,Documentary,Simon Curtis,Frank Cottrell Boyce,1735251,2017-09-29,107,DJ Films
423,A_1861,Hidden Figures,78,PG,Documentary,Theodore Melfi,Allison Schroeder,169387004,2017-01-06,127,Fox 2000 Pictures
424,A_1872,Me Before You,74,PG-13,Drama,Thea Sharrock,Jojo Moyes,56245075,2016-06-03,106,Metro-Goldwyn-Mayer (MGM)
425,A_1875,Nightcrawler,79,R,Drama,Dan Gilroy,Dan Gilroy,32381218,2014-10-31,118,Bold Films
426,A_1878,Mark Felt: The Man Who Brought Down the White House,64,PG-13,Documentary,Peter Landesman,Peter Landesman,768946,2017-09-29,103,Endurance Media
427,A_1882,The Stanford Prison Experiment,69,R,Documentary,Kyle Patrick Alvarez,Tim Talbott,643557,2015-07-17,122,Coup d'Etat Films
428,A_1885,2:22,57,PG-13,Thriller,Paul Currie,Todd Stein,0,2017-06-30,98,Lightstream Entertainment
429,A_1886,24 Hours to Live,57,R,Thriller,Brian Smrz,Zach Dean,0,2018-01-26,93,Fundamental Films
430,A_1894,Scorched Earth,52,R,Action,Peter Howitt,Kevin Leeson,0,2018-02-02,96,Lighthouse Pictures
431,A_1898,Horrible Bosses 2,63,R,Comedy,Sean Anders,Sean Anders,54445357,2014-11-26,108,BenderSpink
432,A_1899,Bomb City,72,TV-MA,Drama,Jameson Brooks,Jameson Brooks,50523,2017-03-31,95,3rd Identity Films
433,A_1908,The Finest Hours,67,PG-13,Drama,Craig Gillespie,Scott Silver,27550735,2016-01-29,117,Walt Disney Pictures
434,A_1912,Independence Day: Resurgence,52,PG-13,Sci-Fi,Roland Emmerich,Nicolas Wright,103144286,2016-06-24,120,Twentieth Century Fox
435,A_1916,London Has Fallen,59,R,Thriller,Babak Najafi,Creighton Rothenberger,62524260,2016-03-04,99,Millennium Films
436,A_1917,First Kill,49,R,Thriller,Steven C. Miller,Nick Gordon,0,2017-07-21,97,Kirk Shaw Productions
437,A_1918,Noah,58,PG-13,Drama,Darren Aronofsky,Darren Aronofsky,101200044,2014-03-28,138,Paramount Pictures
438,A_1934,Don Jon,66,R,Comedy,Joseph Gordon-Levitt,Joseph Gordon-Levitt,24477704,2013-09-27,90,Voltage Pictures
439,A_1938,The Dressmaker,71,R,Comedy,Jocelyn Moorhouse,Rosalie Ham,2021399,2015-10-29,119,Screen Australia
440,A_1947,Dirty Grandpa,59,R,Comedy,Dan Mazer,John Phillips,35537564,2016-01-22,102,Lionsgate
441,A_1949,Magic Mike XXL,56,R,Comedy,Gregory Jacobs,Reid Carolin,66013057,2015-07-01,115,Warner Bros.
442,A_1959,Coherence,72,NOT RATED,Sci-Fi,James Ward Byrkit,James Ward Byrkit,68877,2014-08-06,89,Bellanova Films
443,A_1962,Mortdecai,55,R,Comedy,David Koepp,Eric Aronson,7605668,2015-01-23,107,MWM (MadisonWellsMedia)
444,A_1971,The Forest,48,PG-13,Thriller,Jason Zada,Nick Antosca,26583369,2016-01-08,93,Gramercy Pictures (I)
445,A_1975,Risen,63,PG-13,Drama,Kevin Reynolds,Kevin Reynolds,36874745,2016-02-19,107,LD Entertainment
446,A_1976,Wheelman,64,TV-MA,Action,Jeremy Rush,Jeremy Rush,0,2017-10-20,82,Solution Entertainment Group
447,A_1981,The Zero Theorem,61,R,Fantasy,Terry Gilliam,Pat Rushin,219438,2014-08-19,107,Voltage Pictures
448,A_2001,Blackhat,54,R,Drama,Michael Mann,Morgan Davis Foehl,8005980,2015-01-16,133,Forward Pass
449,A_2008,Transcendence,63,PG-13,Drama,Wally Pfister,Jack Paglen,23022309,2014-04-18,119,Alcon Entertainment
450,A_2011,The Discovery,63,TV-MA,Drama,Charlie McDowell,Justin Lader,0,2017-03-31,102,Endgame Entertainment
451,A_2054,Chef,73,R,Comedy,Jon Favreau,Jon Favreau,30640336,2014-05-30,114,Aldamisa Entertainment
452,A_2065,If I Stay,68,PG-13,Fantasy,R.J. Cutler,Shauna Cross,50474843,2014-08-22,107,DiNovi Pictures
453,A_2077,Byzantium,65,R,Fantasy,Neil Jordan,Moira Buffini,84293,2013-05-31,118,Demarest Films
454,A_2104,The Final Girls,66,PG-13,Comedy,Todd Strauss-Schulson,M.A. Fortin,0,2015-11-05,88,Groundswell Productions
455,A_2124,The Monster,54,R,Fantasy,Bryan Bertino,Bryan Bertino,0,2016-10-06,91,Atlas Independent
456,A_2125,Odd Thomas,69,NOT RATED,Fantasy,Stephen Sommers,Stephen Sommers,0,2014-02-28,97,Fusion Films (II)
457,A_2127,Blair Witch,50,R,Thriller,Adam Wingard,Simon Barrett,20777061,2016-09-16,89,Lionsgate
458,A_2128,A Dark Song,61,NOT RATED,Drama,Liam Gavin,Liam Gavin,0,2017-04-28,100,Samson Films
459,A_2134,Horns,65,R,Fantasy,Alexandre Aja,Keith Bunin,164480,2014-10-03,120,Red Granite Pictures
460,A_2144,The Boxtrolls,68,PG,Comedy,Graham Annable,Irena Brignull,50837305,2014-09-26,96,Focus Features
