B_0001,Title,Score,Rating,Genre,Directed By,Written By,Box Office,Release Date,Runtime,Studio 
B_2776,Bottled Up,33,R,Drama,Enid Zentelis,Enid Zentelis,NA,2014-02-28,81,Osiris Entertainment
B_2777,A Case of You,47,R,Comedy;Romance,Kat Coiro,Justin Long;Christian Long;Keir O'Donnell,NA,2013-11-06,91,IFC Films
B_2778,McConkey,100,NOT RATED,Documentary;Sports & Fitness,Rob Bruce;David Zieff;Steve Winter;Murray Wais;Scott Gaffney,Rob Bruce;Murray Wais;Steve Winter;Scott Gaffney;David Zieff,NA,2013-10-11,109,Red Bull Media House
B_2779,The Human Scale,64,NOT RATED,Documentary,Andreas MÃ¸l Dalsgaard,Andreas MÃ¸l Dalsgaard,NA,2013-10-18,83,Autlook Filmsales GmbH
B_2780,How I Live Now,68,R,Art House & International;Drama,Kevin Macdonald,Jeremy Brock;Penelope Skinner;Tony Grisoni,NA,2013-11-08,100,Magnolia Pictures
B_2781,Dallas Buyers Club,93,R,Drama,Jean-Marc VallÃ©e,Craig Borten;Melisa Wallack,23750994,2013-11-01,117,Focus Features
B_2782,The Banshee Chapter,75,R,Horror;Mystery & Suspense,Blair Erickson,Blair Erickson,NA,2014-01-10,87,Xlrator Media
B_2783,Live At The Foxes Den,0,NOT RATED,Drama,Michael Kristoff,Michael Kristoff;Jack Holmes,NA,2013-12-06,103,Lockwood Pictures
B_2784,The Armstrong Lie,82,R,Documentary;Special Interest;Sports & Fitness,Alex Gibney,Alex Gibney,381673,2013-11-08,122,Sony Pictures Classic
B_2785,The Adventurer: The Curse of the Midas Box,23,PG,Action & Adventure;Kids & Family;Science Fiction & Fantasy,Jonathan Newman,Christian Taylor;Matthew Huffman,NA,2014-01-10,98,RLJ Entertainment
B_2786,Burton And Taylor,100,PG,Drama,Richard Laxton,William Ivory,NA,NA,90,BBC
B_2787,Life of a King,38,PG-13,Drama,Jake Goldberger,Jake Goldberger;David Scott;Dan Wetzel,NA,2014-01-17,100,Millenium Entertainment
B_2788,Killing Kennedy,56,NOT RATED,Drama,Nelson McCormick,Kelly Masterson,NA,NA,88,National Geographic Entertainment
B_2789,Justice League: War,50,PG-13,Action & Adventure;Animation,Jay Oliva,Heath Corson,NA,NA,72,
B_2790,Raise the Titanic (1980),50,PG,Action & Adventure;Documentary,Jerry Jameson,NA,NA,1980-03-06,112,
B_2791,Never Sleep Again: The Elm Street Legacy (2010),100,NOT RATED,Documentary;Musical & Performing Arts;Television,Andrew Kasch;Daniel Farrands,Thommy Hutson,NA,2010-01-01,480,Image Entertainment
B_2792,People Of A Feather,86,NOT RATED,Documentary;Special Interest,Joel Heath,Joel Heath;Simeonie Kavik,5651,2013-11-08,92,First Run Features
B_2793,Six Million and One,90,NOT RATED,Documentary;Special Interest,NA,NA,NA,2012-09-28,97,Nancy Fishman Film Releasing
B_2794,Captain Phillips,93,PG-13,Drama,Paul Greengrass,Billy Ray,107100855,2013-10-11,134,Sony Pictures
B_2795,Blood Brother,72,NOT RATED,Documentary;Mystery & Suspense;Special Interest,Steve Hoover,Steve Hoover;Tyson VanSkiver;Phinehas Hodges,NA,2013-10-25,86,Animal
B_2796,The Snow Queen,0,PG,Animation;Art House & International;Kids & Family;Science Fiction & Fantasy,Vlad Barbe;Maxim Sveshnikov;Vladlen Barbe,Vlad Barbe;Vadim Sveshnikov;Maxim Sveshnikov;Vlad Nikolaev;Sergey Rapoport;Alexey Tsitsilin;Alexander Ligay;Eduard Aliev;Vladbarbe Vladimir;Vladlen Barbe,NA,2013-10-11,80,Vertical Entertainment
B_2797,Cloudy with a Chance of Meatballs 2,71,PG,Action & Adventure;Animation;Kids & Family;Science Fiction & Fantasy,Kris Pearn;Cody Cameron,Jonathan Goldstein;John Francis Daley;Erica Rivinoja,119793567,2013-09-27,95,Sony Pictures
B_2798,Sunlight Jr.,63,NOT RATED,Drama,Laurie Collyer,Laurie Collyer,NA,2013-11-15,95,Samuel Goldwyn Films
B_2799,About Time,68,R,Comedy;Drama;Science Fiction & Fantasy,Richard Curtis,Richard Curtis,18472384,2013-11-01,123,Universal Pictures
B_2800,Rush,89,R,Action & Adventure;Drama,Ron Howard,Peter Morgan,22442876,2013-09-27,123,Universal Pictures
B_2801,Last Vegas,45,PG-13,Comedy,Jon Turteltaub,Dan Fogelman,51434214,2013-11-01,105,CBS Films
B_2802,I Will Follow You Into The Dark,11,NOT RATED,Drama;Horror;Mystery & Suspense;Romance,Mark Edwin Robinson,Mark Edwin Robinson,NA,2013-10-11,112,Epic Pictures Releasing
B_2803,The Starving Games,0,PG-13,Comedy,Jason Friedberg;Aaron Seltzer,Jason Friedberg;Aaron Seltzer,NA,2013-11-08,91,Ketchup Entertainment
B_2804,Free Birds,19,PG,Animation;Comedy;Kids & Family,Jimmy Hayward,John J. Strauss;Jimmy Hayward;Scott Mosier,46667023,2013-11-01,90,Relativity Media
B_2805,Metallica Through the Never,79,R,Documentary;Musical & Performing Arts;Mystery & Suspense,NimrÃ³d Antal,NimrÃ³d Antal;Robert Trujillo;James Hetfield;Lars Ulrich;Kirk Hammett,2608716,2013-10-04,93,Picturehouse Films
B_2806,Ass Backwards,28,R,Action & Adventure;Comedy,Chris Nelson;Christopher Nelson,Casey Wilson;June Diane Raphael,NA,2013-11-08,85,Gravitas Ventures
B_2807,Concussion,73,R,Drama,Stacie Passon,Stacie Passon,NA,2013-10-04,93,Radius-TWC
B_2808,Cutie And The Boxer,96,R,Documentary;Special Interest,Zachary Heinzerling,NA,199274,2013-08-16,82,Radius
B_2809,I Used To Be Darker,81,NOT RATED,Drama,Matthew Porterfield,Matthew Porterfield;Amy Belk,21964,2013-09-27,90,Strand Releasing
B_2810,Mother Of George,93,R,Drama,Andrew Dosunmu,Darci Picoult,145442,2013-09-13,107,Oscilloscope Pictures
B_2811,The Fifth Estate,37,R,Documentary;Drama,Bill Condon,Josh Singer;Daniel Domscheit-Berg;David Leigh;Luke Harding,3254172,2013-10-18,124,Walt Disney Pictures
B_2812,No se aceptan devoluciones (Instructions Not Included),55,PG-13,Comedy;Drama,Eugenio Derbez,Guillermo RÃ­os;Leticia LÃ³pez Margalli;Eugenio Derbez,NA,2013-08-30,100,Lionsgate Films
B_2813,Dark Touch,70,NOT RATED,Horror,Marina de Van,Marina de Van,NA,2013-09-27,90,IFC Midnight
B_2814,Bad Milo!,60,R,Comedy;Drama;Horror,Jacob Vaughan,Benjamin Hayes;Jacob Vaughan,NA,2013-10-04,85,Magnolia Pictures
B_2815,Jackass Presents: Bad Grandpa,60,R,Comedy;Documentary,Jeff Tremaine,Johnny Knoxville;Jeff Tremaine;Spike Jonze,84961415,2013-10-25,92,Paramount Pictures
B_2816,Antisocial,0,R,Horror,Cody Calahan,Chad Archibald;Cody Calahan,NA,NA,90,Breaking Glass Pictures
B_2817,Dark Tourist,38,R,Drama;Mystery & Suspense,Suri Krishnamma,Frank John Hughes,NA,2013-08-23,84,Phase 4 Films
B_2818,A Perfect Man,20,R,Comedy;Drama,Kees Van Oostrum,Peter Elkoff;Larry Brand,388,2013-11-01,95,IFC Films
B_2819,Freezer,33,R,Action & Adventure;Mystery & Suspense,Michael Salomon,Tom Doganoglu;Shane Weisfeld,NA,2014-01-17,82,Anchor Bay Entertainment
B_2820,The Sound Of Music Live!,44,NOT RATED,Musical & Performing Arts,NA,NA,NA,NA,NA,
B_2821,StreetDance 2,42,NOT RATED,Art House & International;Drama;Musical & Performing Arts,Max Giwa;Dania Pasquini,Jane English,1124582,2012-03-30,85,Alliance
B_2822,CafÃ© de Flore,62,R,Art House & International;Drama,Jean-Marc VallÃ©e,Jean-Marc VallÃ©e,NA,2012-11-02,120,Adopt Films
B_2823,Old Goats,64,NOT RATED,Comedy,Taylor Guterson,Taylor Guterson,NA,2014-01-24,94,Music Box Films
B_2824,You're Next,76,R,Drama;Horror;Mystery & Suspense,Adam Wingard,Simon Barrett,25064090,2013-08-23,94,Lionsgate
B_2825,Terraferma,70,R,Art House & International;Drama,Emanuele Crialese,Emanuele Crialese;Vittorio Moroni,NA,2013-07-26,88,
B_2826,An Encounter with Simone Weil,50,NOT RATED,Documentary,Julia Haslett,Julia Haslett,NA,2012-03-23,85,Passion River Films
B_2827,Riddick,57,R,Action & Adventure;Science Fiction & Fantasy,David Twohy,David Twohy,35512027,2013-09-06,119,Universal Classics
B_2828,Lee Daniels' The Butler,72,PG-13,Drama,Lee Daniels,Danny Strong,116631310,2013-08-16,132,The Weinstein Company
B_2829,Carrie,49,R,Horror,Kimberly Peirce,Roberto Aguirre-Sacasa;Lawrence D. Cohen,28440607,2013-10-18,99,Sony Pictures
B_2830,Portrait of Wally,90,NOT RATED,Documentary;Special Interest,Andrew Shea,Andrew Shea;David d'Arcy,NA,2012-05-11,90,Seventh Art Releasing
B_2831,Four,60,R,Drama,NA,NA,NA,2013-09-13,75,306 Releasing
B_2832,How To Make Money Selling Drugs,77,NOT RATED,Documentary;Special Interest,Matthew Cooke,Matthew Cooke,15285,2013-06-26,96,Tribeca Films
B_2833,+1,75,NOT RATED,Horror;Mystery & Suspense,Dennis Iliadis,Billy Gullo,NA,2013-09-20,95,IFC Films
B_2834,The Spectacular Now,92,R,Comedy;Drama;Romance,James Ponsoldt,Scott Neustadter;Michael H. Weber,NA,2013-08-02,95,A24
B_2835,A.C.O.D.,50,R,Comedy,Stu Zicherman;Stuart Zicherman,Ben Karlin;Stuart Zicherman,123368,2013-10-04,87,The Film Arcade
B_2836,Charlie Countryman,29,R,Action & Adventure;Comedy,Fredrik Bond,Matt Drake,NA,2013-11-15,108,Millennium Entertainment
B_2837,Blue Jasmine,91,PG-13,Comedy,Woody Allen,Woody Allen,NA,2013-07-26,98,Sony Pictures Classics
B_2838,Big Sur,43,R,Drama;Special Interest,Michael Polish,Michael Polish,35927,2013-11-01,100,Ketchup Entertainment
B_2839,Blue Caprice,84,R,Drama;Mystery & Suspense;Special Interest,Alexandre Moors,Alexandre Moors;R.F.I. Porto,91126,2013-09-13,93,IFC Films
B_2840,Fruitvale Station,94,R,Drama,Ryan Coogler,Ryan Coogler,11010136,2013-07-26,84,The Weinstein Company
B_2841,In a World...,92,R,Comedy;Drama,Lake Bell,Lake Bell,2041184,2013-08-09,91,Roadside Attractions
B_2842,20 Feet From Stardom,99,PG-13,Documentary;Musical & Performing Arts,Morgan Neville,Morgan Neville,NA,2013-06-14,89,Radius-TWC
B_2843,Rewind This!,100,NOT RATED,Documentary;Special Interest;Television,Josh Johnson,NA,NA,2013-03-01,90,Oscilloscope Laboratories
B_2844,Our Nixon,92,NOT RATED,Documentary;Special Interest,Penny Lane,NA,19249,2013-08-30,84,Cinedigm
B_2845,Short Term 12,99,R,Drama,Destin Daniel Cretton,Destin Daniel Cretton,NA,2013-08-23,21,Cinedigm
B_2846,I'm In Love With A Church Girl,6,PG,Drama,Steve Race,Galley Alexander Molina,2380405,2013-10-18,119,High Top Releasing
B_2847,Kiss the Water,87,NOT RATED,Documentary;Special Interest,Eric Steel,NA,NA,NA,80,Virgil Films
B_2848,A Single Shot,52,R,Drama;Mystery & Suspense,David M. Rosenthal,Matthew F. Jones,NA,2013-09-20,116,Single Shot Productions
B_2849,Enough Said,95,PG-13,Comedy;Drama;Romance,Nicole Holofcener,Nicole Holofcener,NA,2013-09-18,93,s
B_2850,It's Better to Jump,75,NOT RATED,Documentary;Special Interest,Gina Angelone;Mouna Stewart;Patrick Alexander Stewart;Gina M. Angelone,Gina Angelone;Gina M. Angelone,NA,2013-11-22,73,Patrick Stewart Productions
B_2851,Vikingdom,43,NOT RATED,Action & Adventure,Yusry Abdul Halim,James Coyne,NA,2013-10-04,114,Epic Pictures Releasing
B_2852,Nativity!2009,46,PG,Comedy,Debbie Isitt,Debbie Isitt,NA,NA,106,
B_2853,The Lone Ranger,31,PG-13,Action & Adventure;Kids & Family;Western,Gore Verbinski,Justin Haythe;Ted Elliott;Terry Rossio,89289910,2013-07-03,149,Walt Disney Pictures
B_2854,Wedding Palace,33,NOT RATED,Comedy;Kids & Family;Romance,Christine Yoo,Christine Yoo;Derek Draper;Robert Gardner,NA,2013-09-27,98,GoGoGo Entertainment
B_2855,Cassadaga,10,R,Horror;Mystery & Suspense,Anthony DiBlasi,Scott Poiley;Bruce Wood,1678,2013-10-11,112,Archstone Distribution
B_2856,Caesar Must Die,91,NOT RATED,Art House & International;Documentary;Drama;Musical & Performing Arts;Special Interest,Paolo Taviani;Vittorio Taviani,Fabio Cavalli,NA,2013-02-06,76,Adopt Films
B_2857,Tiger Eyes,66,PG-13,Drama,Lawrence Blume,Judy Blume;Lawrence Blume,25163,2013-06-07,92,Freestyle Releasing
B_2858,Runner Runner,8,R,Drama;Mystery & Suspense,Brad Furman,Brian Koppelman;David Levien,19316646,2013-10-04,91,20th Century Fox
B_2859,More Than Honey,100,NOT RATED,Documentary,Markus Imhoof,Markus Imhoof,31105,2013-06-12,91,Kino Lorber
B_2860,"Love, Marilyn",62,NOT RATED,Documentary;Special Interest,Liz Garbus,NA,2370,2012-12-14,105,Independent Pictures
B_2861,Thanks For Sharing,50,R,Comedy;Drama,Stuart Blumberg,Stuart Blumberg;Matt Winston,752929,2013-09-20,112,Roadside Attractions
B_2862,Una noche (One Night),82,NOT RATED,Drama,Lucy Mulloy,Lucy Mulloy,43419,2013-08-23,86,IFC Films
B_2863,Closed Circuit,43,R,Mystery & Suspense,John Crowley,Steven Knight,9655979,2013-08-28,96,Focus Features
B_2864,InAPPropriate Comedy,0,R,Comedy,Vince Offer,Ari Shaffir;Ken Pringle;Vince Offer,156414,2013-03-22,84,Freestyle Releasing
B_2865,Insidious: Chapter 2,39,PG-13,Horror;Mystery & Suspense,James Wan,Leigh Whannell,71401629,2013-09-13,106,FilmDistrict
B_2866,C.O.G.,70,R,Comedy;Drama,Kyle Patrick Alvarez,Kyle Patrick Alvarez,55301,2013-09-20,92,Screen Media Ventures
B_2867,Hell Baby,31,R,Comedy;Horror,Robert Ben Garant,Robert Ben Garant,4980,2013-09-06,98,Millenium Entertainment
B_2868,Inequality For All,90,PG,Documentary;Special Interest,Jacob Kornbluth,NA,1205079,2013-09-27,85,Radius-TWC
B_2869,Linsanity,63,PG,Documentary;Sports & Fitness,Evan Leong,NA,298250,2013-10-04,88,Ketchup Entertainment
B_2870,We Are What We Are,86,R,Drama;Horror;Mystery & Suspense,Jim Mickle,Jim Mickle;Nick Damici,54371,2013-09-27,100,Entertainment One
B_2871,Don Jon,80,R,Comedy;Drama,Joseph Gordon-Levitt,Joseph Gordon-Levitt,NA,2013-09-27,90,Relativity Media
B_2872,The Happy House,60,NOT RATED,Comedy;Horror,D.W. Young,D.W. Young,1756,2013-05-03,80,First Run Features
B_2873,The Berlin File,33,NOT RATED,Action & Adventure;Art House & International;Drama;Mystery & Suspense,Seung-wan Ryoo,Seung-wan Ryoo,NA,2013-02-15,120,CJ Entertainment
B_2874,Ghost Team One,36,R,Comedy;Horror,Ben Peyser;Scott Rutherford,Arthur Pielli;Andrew Knauer,NA,2013-10-11,107,The Film Arcade
B_2875,Night Train To Lisbon,44,R,Mystery & Suspense;Romance,Bille August,Ulrich Herrmann;Greg Latter,NA,2013-12-06,109,Wrekin Hill
B_2876,Savannah,8,PG-13,Drama;Kids & Family,Annette Haywood-Carter,Annette Haywood-Carter;Ken Carter,25732,2013-08-23,101,Ketchup Entertainment
B_2877,Big Ass Spider!,76,PG-13,Comedy;Science Fiction & Fantasy,Mike Mendez,Gregory Gieras;Gregory Gieras,NA,2013-10-18,85,Epic Pictures Releasing
B_2878,CBGB,8,R,Drama;Musical & Performing Arts,Randall Miller,Jody Savin;Randall Miller,NA,2013-10-11,101,Xlrator Media
B_2879,Breakup at a Wedding,67,PG-13,Comedy,Victor Quinaz,Anna Martemucci;Philip Quinaz;Victor Quinaz,NA,2013-06-21,85,Oscilloscope Pictures
B_2880,Sweetwater,27,R,Drama;Western,Brian Skiba,Kim Hughes,NA,2013-10-11,95,Arc Entertainment
B_2881,Last Love,31,NOT RATED,Comedy;Drama,Sandra Nettelbeck,FranÃ§oise Dorner;Sandra Nettelbeck,NA,2013-11-01,115,RLJ Entertainment
B_2882,Birth Of The Living Dead,96,NOT RATED,Documentary;Special Interest,Rob Kuhns,Rob Kuhns,8590,2013-11-06,76,First Run Features
B_2883,Gori Tere Pyaar Mein,50,NOT RATED,Comedy;Romance,Punit Malhotra,Punit Malhotra;Arshad Sayed,NA,2013-11-22,150,Reliance Entertainment
B_2884,All the Boys Love Mandy Lane,40,R,Horror;Mystery & Suspense;Romance,Jonathan Levine,Jacob Forman,NA,2013-10-11,90,Radius-TWC
B_2885,Elysium,67,R,Drama;Science Fiction & Fantasy,Neill Blomkamp,Neill Blomkamp,90800000,2013-08-08,97,TriStar Pictures
B_2886,Despicable Me 2,74,PG,Animation;Comedy;Kids & Family,Pierre Coffin;Chris Renaud,Cinco Paul;Ken Daurio,368049635,2013-07-03,98,Universal Pictures
B_2887,Fast & Furious 6,69,PG-13,Action & Adventure,Justin Lin,Chris Morgan,238700000,2013-05-24,130,Universal Pictures
B_2888,Battle of the Year,6,PG-13,Drama;Musical & Performing Arts;Special Interest,Benson Lee,NA,8888355,2013-09-20,109,Sony Pictures
B_2889,Percy Jackson: Sea of Monsters,43,PG,Action & Adventure;Drama;Science Fiction & Fantasy,Thor Freudenthal,Larry Karaszewski;Scott Alexander;Marc Guggenheim,68558662,2013-08-07,110,20th Century Fox
B_2890,Man of Tai Chi,71,R,Action & Adventure,Keanu Reeves,Michael G. Cooney;Keanu Reeves;Michael Cooney,61054,2013-11-01,105,Radius-TWC
B_2891,Jayne Mansfield's Car,34,R,Comedy;Drama,Billy Bob Thornton,Tom Epperson;Billy Bob Thornton,14276,2013-09-13,121,Anchor Bay Films
B_2892,The Angels' Share,88,NOT RATED,Comedy;Drama,Ken Loach,Paul Laverty,687405,2013-04-12,106,IFC Films
B_2893,The Hunt (Jagten),94,R,Drama,Thomas Vinterberg,Thomas Vinterberg;Tobias Lindholm,610968,2013-07-12,111,Magnolia Pictures
B_2894,Our Children,93,G,Art House & International;Drama,Joachim Lafosse,Thomas Bidegain;Joachim Lafosse;Matthieu Reynaert,5500,2013-08-02,111,DistriB Films
B_2895,Sightseers,86,NOT RATED,Comedy,Ben Wheatley,Alice Lowe (III);Steve Oram;Amy Jump,26183,2013-05-10,98,IFC Films
B_2896,One Direction: This Is Us,63,PG,Documentary;Musical & Performing Arts,Morgan Spurlock,NA,28873374,2013-08-30,92,Sony Pictures
B_2897,Berberian Sound Studio,84,NOT RATED,Horror,Peter Strickland,Peter Strickland,28602,2013-06-14,94,IFC Films
B_2898,Ain't Them Bodies Saints,79,R,Drama,David Lowery,David Lowery,200000,2013-08-16,105,IFC Films
B_2899,The Seasoning House,21,NOT RATED,Action & Adventure;Drama;Horror,Paul Hyett,Paul Hyett;Conal Palmer,NA,NA,94,Well Go USA
B_2900,Kick-Ass 2,32,R,Action & Adventure;Comedy,Jeff Wadlow,Jeff Wadlow,28800000,2013-08-16,103,Universal Pictures
B_2901,Twenty8k,20,NOT RATED,Art House & International;Drama;Mystery & Suspense,David Kew;Neil Thompson,Paul Abbott;Jimmy Dowdall;Paul Abbott;Jimmy Dowdall,NA,NA,102,Formosa Films
B_2902,Museum Hours,94,NOT RATED,Drama,Jem Cohen,Jem Cohen,124184,2013-06-28,106,Cinema Guild
B_2903,The Family,29,R,Action & Adventure;Comedy;Drama;Mystery & Suspense,Luc Besson,Tonino Benacquista;Luc Besson,34600000,2013-09-13,112,Relativity Media
B_2904,Prisoners,82,R,Drama;Mystery & Suspense,Denis Villeneuve,Aaron Guzikowski,60962878,2013-09-20,153,Warner Bros.
B_2905,The Crash Reel,96,G,Documentary;Sports & Fitness,Lucy Walker,Pedro Kos;Lucy Walker,NA,2013-12-13,109,Phase 4 Films
B_2906,Newlyweeds,69,R,Comedy,Shaka King,Shaka King,NA,2013-09-18,87,Pase 4 Films
B_2907,Touchy Feely,35,R,Drama,Lynn Shelton,Lynn Shelton,35966,2013-09-06,90,Magnolia Pictures
B_2908,The Stone Roses: Made of Stone,75,NOT RATED,Art House & International;Documentary;Musical & Performing Arts,Shane Meadows,NA,NA,2013-11-06,97,Syndctd Entertainment
B_2909,The Dyatlov Pass Incident (Devil's Pass),55,R,Horror;Mystery & Suspense,Renny Harlin,Vikram Weet,NA,2013-08-23,96,DPI Productions LLC.
B_2910,Mission Park,0,R,Drama;Mystery & Suspense,Bryan Ramirez,Bryan Ramirez,NA,2013-09-06,100,Armando Montelongo Productions
B_2911,Some Girl(s),55,NOT RATED,Comedy;Drama,Daisy von Scherler Mayer,Neil LaBute,NA,2013-06-26,89,Leeden Media
B_2912,Adore,32,R,Drama;Romance,Anne Fontaine,Christopher Hampton,200000,2013-09-06,112,Exclusive Media
B_2913,The Ultimate Life,18,PG,Drama,Michael Landon Jr.,Brian Bird;Lisa Shillingburg,1326059,2013-09-06,105,Hightop Releasing
B_2914,Sample This,93,NOT RATED,Documentary;Musical & Performing Arts,Dan Forrer,Dan Forrer,NA,2013-09-13,85,Go Digital
B_2915,Toad Road,83,NOT RATED,Drama;Horror;Mystery & Suspense,Jason Banker,Jason Banker,NA,2013-10-25,76,Artsploitation Films
B_2916,Investigation of a Citizen Above Suspicion,100,R,Art House & International;Drama,Elio Petri,Elio Petri;Ugo Pirro,NA,2012-09-28,115,Sony Pictures Repertory
B_2917,Le Joli Mai (1963),92,NOT RATED,Documentary;Drama;Special Interest,Chris Marker;Pierre Lhomme,Chris Marker;Pierre Lhomme;Catherine Varlin,NA,1963-01-01,180,
B_2918,Fear and Desire (1953),79,NOT RATED,Drama,Stanley Kubrick,Stanley Kubrick;Howard O. Sackler,NA,1953-04-01,68,
B_2919,The World's End,89,R,Comedy,Edgar Wright,Edgar Wright;Simon Pegg,33408732,2013-08-23,109,Focus Features
B_2920,Winnie Mandela,14,R,Drama,Darrell J. Roodt;Darrell Roodt;Darrell James Roodt,Paul L. Johnson;Darrell J. Roodt;Anne Marie du Preez Bezdrob;Darrell Roodt;Andre Pieterse,61847,2013-09-06,107,RLJ Entertainment/Image Entertainment
B_2921,The Wolverine,69,PG-13,Action & Adventure,James Mangold,Christopher McQuarrie;Scott Frank;Mark Bomback,132550960,2013-07-25,136,20th Century Fox
B_2922,Romeo & Juliet in Yiddish (2011),75,NOT RATED,Comedy;Drama,Eve Annenberg,NA,NA,2011-07-08,89,NA
B_2923,Harold's Going Stiff,100,NOT RATED,Comedy;Horror,Keith Wright,Keith E. Wright,NA,NA,77,Level 33 Entertainment
B_2924,American Meat,60,NOT RATED,Documentary,Graham Meriwether,Graham Meriwether,NA,2013-04-12,85,Independent Pictures
B_2925,The Smurfs 2,13,PG,Animation;Comedy,Raja Gosnell,David N. Weiss;J. David Stem;David Weiss;Jay Scherick;Karey Kirkpatrick;David Ronn,71017784,2013-07-31,105,Sony Pictures
B_2926,Red 2,43,PG-13,Action & Adventure;Drama,Dean Parisot,Jon Hoeber;Erich Hoeber,53215979,2013-07-19,116,Lionsgate Films
B_2927,Big Star: Nothing Can Hurt Me,92,PG-13,Documentary;Musical & Performing Arts,Drew DeNicola;Olivia Mori,Drew DeNicola,105030,2013-07-03,100,Magnolia Pictures
B_2928,Free China: The Courage to Believe,100,NOT RATED,Documentary;Special Interest,Michael Perlman,Kean Wang;Michael Perlman,NA,2013-06-07,53,Independent
B_2929,ThÃ©rÃ¨se,49,R,Art House & International;Drama,Claude Miller,Natalie Carter;Claude Miller,52369,2013-08-23,110,Roadside Attractions
B_2930,The Mortal Instruments: City of Bones,13,PG-13,Action & Adventure;Drama;Science Fiction & Fantasy,Harald Zwart,Jessica Postigo Paquette;I. Marlene King,31165421,2013-08-21,130,Sony Pictures
